"iter","lambda","coef_l2","auroc_true","auroc_naive","auroc_subject","brier_true","brier_naive","brier_subject","condition_id","arm","p_F","p_L","n","R2","is_main_rule"
6,0.01,0.29015188823833,0.487091010463638,0.540584415584416,0.319805194805195,0.257691897311358,0.241880493821959,0.273690848988258,1,"A_fixed",2,0,50,0.05,FALSE
6,0.001,0.299709512403434,0.487042451207162,0.540584415584416,0.324675324675325,0.258064456351502,0.241915003470001,0.274306160078739,1,"A_fixed",2,0,50,0.05,FALSE
6,0.000396052545923595,0.300423501008156,0.48701504647826,0.540584415584416,0.326298701298701,0.258095138658679,0.241917786978365,0.274349160871895,1,"A_fixed",2,0,50,0.05,TRUE
6,1e-04,0.300728399724697,0.487024822434184,0.540584415584416,0.326298701298701,0.258106027784099,0.241919277890208,0.274371020693697,1,"A_fixed",2,0,50,0.05,FALSE
7,0.2,0.202003930520525,0.577673366413644,0.592532467532468,0.318181818181818,0.250906538232379,0.241404772083667,0.267888007915202,1,"A_fixed",2,0,50,0.05,FALSE
7,0.05,0.306594659251569,0.578099951053173,0.594155844155844,0.37012987012987,0.251163328641827,0.240477827841716,0.272147691315064,1,"A_fixed",2,0,50,0.05,FALSE
7,0.01,0.356588874895188,0.578275161173309,0.594155844155844,0.386363636363636,0.251689082273983,0.240428015433592,0.274604137014513,1,"A_fixed",2,0,50,0.05,FALSE
7,0.001,0.370299762595641,0.578341404999553,0.594155844155844,0.387987012987013,0.251874943938551,0.240457442473279,0.275326758797899,1,"A_fixed",2,0,50,0.05,FALSE
7,0.000396052545923595,0.371259879613737,0.578344125156669,0.594155844155844,0.387987012987013,0.251888605750615,0.240460187818206,0.275378450190723,1,"A_fixed",2,0,50,0.05,TRUE
7,1e-04,0.371730944234632,0.578344285165911,0.594155844155844,0.38961038961039,0.251895612271057,0.240461561471114,0.275403766070759,1,"A_fixed",2,0,50,0.05,FALSE
8,0.2,0.273727297986205,0.6186171237022,0.665064102564103,0.416666666666667,0.240416457198616,0.236231767458297,0.271781597182496,1,"A_fixed",2,0,50,0.05,FALSE
8,0.05,0.4140241978993,0.618310596137689,0.668269230769231,0.458333333333333,0.239081491071198,0.233438957163556,0.276779053305216,1,"A_fixed",2,0,50,0.05,FALSE
8,0.01,0.483032213216885,0.618175820049272,0.668269230769231,0.469551282051282,0.239187570087638,0.23292754833877,0.280365349358966,1,"A_fixed",2,0,50,0.05,FALSE
8,0.001,0.502345908754803,0.618116755468956,0.668269230769231,0.47275641025641,0.239297608060176,0.232874960337145,0.281510317368209,1,"A_fixed",2,0,50,0.05,FALSE
8,0.000396052545923595,0.503705290377145,0.618114194403143,0.668269230769231,0.47275641025641,0.239306643391109,0.232872679440393,0.281593633501518,1,"A_fixed",2,0,50,0.05,TRUE
8,1e-04,0.504375080428827,0.618117075602183,0.668269230769231,0.47275641025641,0.239311140781086,0.232871620374252,0.281634515131741,1,"A_fixed",2,0,50,0.05,FALSE
9,0.2,0.0973937147461431,0.563520572448502,0.524617996604414,0.208828522920204,0.253026422107486,0.2341117788012,0.255436427823204,1,"A_fixed",2,0,50,0.05,FALSE
9,0.05,0.149231150341337,0.559982687218593,0.521222410865874,0.198641765704584,0.252470480913048,0.233747008259108,0.264408899918113,1,"A_fixed",2,0,50,0.05,FALSE
9,0.01,0.174232471938721,0.558265895414125,0.522920203735144,0.202037351443124,0.252344157121457,0.233688388727751,0.268982826190602,1,"A_fixed",2,0,50,0.05,FALSE
9,0.001,0.181100448908433,0.557794606608248,0.524617996604414,0.205432937181664,0.252325585902046,0.233685716997953,0.270272872097986,1,"A_fixed",2,0,50,0.05,FALSE
9,0.000396052545923595,0.181570600873328,0.557766760650797,0.524617996604414,0.205432937181664,0.252324595047583,0.233685750355031,0.270362404243091,1,"A_fixed",2,0,50,0.05,TRUE
9,1e-04,0.181812618126509,0.557749859925176,0.524617996604414,0.205432937181664,0.252324071534445,0.23368577555913,0.270407826462943,1,"A_fixed",2,0,50,0.05,FALSE
10,0.2,0.288017061952431,0.584126934848356,0.626666666666667,0.53,0.246272212302717,0.231015045928742,0.243772221674171,1,"A_fixed",2,0,50,0.05,FALSE
10,0.05,0.439964165786417,0.583662060285257,0.626666666666667,0.536666666666667,0.247910862406758,0.229101110139296,0.247316132215585,1,"A_fixed",2,0,50,0.05,FALSE
10,0.01,0.514742892571055,0.583364540564874,0.628333333333333,0.54,0.249392669392634,0.228808841396649,0.249871856900599,1,"A_fixed",2,0,50,0.05,FALSE
10,0.001,0.535634474168999,0.583286441638273,0.626666666666667,0.538333333333333,0.249873897854535,0.22879643405465,0.250680856961288,1,"A_fixed",2,0,50,0.05,FALSE
10,0.000396052545923595,0.537105329242081,0.583278841949763,0.626666666666667,0.538333333333333,0.249908866969909,0.228796635392795,0.250739907370337,1,"A_fixed",2,0,50,0.05,TRUE
10,1e-04,0.537829452520436,0.58327641651726,0.626666666666667,0.538333333333333,0.249926105317057,0.228796791109011,0.250768884786067,1,"A_fixed",2,0,50,0.05,FALSE
11,0.2,0.343400965978041,0.607395000371748,0.648333333333333,0.535,0.249793764073361,0.223577370467077,0.24090287815777,1,"A_fixed",2,0,50,0.05,FALSE
11,0.05,0.536080202295671,0.606998736056239,0.651666666666667,0.56,0.25161624444444,0.220290284793075,0.24120585356733,1,"A_fixed",2,0,50,0.05,FALSE
11,0.01,0.639827952523561,0.606765271799184,0.65,0.561666666666667,0.25376838641794,0.219988475086993,0.242834475365179,1,"A_fixed",2,0,50,0.05,FALSE
11,0.001,0.670456745459113,0.606707106030268,0.648333333333333,0.561666666666667,0.254528025472608,0.220065908253628,0.243501019651081,1,"A_fixed",2,0,50,0.05,FALSE
11,0.000396052545923595,0.672661688606698,0.606702619414484,0.648333333333333,0.561666666666667,0.254584437983461,0.220074174012423,0.243553406176336,1,"A_fixed",2,0,50,0.05,TRUE
11,1e-04,0.673741754436479,0.606698453271256,0.648333333333333,0.561666666666667,0.25461226704747,0.220078359522863,0.243579511863284,1,"A_fixed",2,0,50,0.05,FALSE
12,0.2,0.242517226102231,0.609240718404933,0.608766233766234,0.472402597402597,0.245075034752254,0.23657914185099,0.254029143363684,1,"A_fixed",2,0,50,0.05,FALSE
12,0.05,0.374922532341128,0.610031043215947,0.607142857142857,0.49512987012987,0.243822195703825,0.23433716345603,0.257484849941011,1,"A_fixed",2,0,50,0.05,FALSE
12,0.01,0.44133411826741,0.610388593970868,0.607142857142857,0.498376623376623,0.2438384922534,0.234003164345083,0.260114735954249,1,"A_fixed",2,0,50,0.05,FALSE
12,0.001,0.460036131790398,0.610504789963739,0.60551948051948,0.498376623376623,0.243912393643373,0.23399824619919,0.260962401648871,1,"A_fixed",2,0,50,0.05,FALSE
12,0.000396052545923595,0.461358714135839,0.610511512045971,0.60551948051948,0.498376623376623,0.243918595615129,0.233999354679432,0.261024719969237,1,"A_fixed",2,0,50,0.05,TRUE
12,1e-04,0.462008427746888,0.610513592690472,0.60551948051948,0.498376623376623,0.24392174749968,0.233999958367084,0.261057218040818,1,"A_fixed",2,0,50,0.05,FALSE
13,0.2,0.526651653683835,0.554981841296993,0.72463768115942,0.600644122383253,0.252192660013667,0.221942782455829,0.246421008584643,1,"A_fixed",2,0,50,0.05,FALSE
13,0.05,0.8583026788621,0.551279256314328,0.721417069243156,0.642512077294686,0.266701453013269,0.214597155356622,0.241301689217039,1,"A_fixed",2,0,50,0.05,FALSE
13,0.01,1.05556046087757,0.549461292884197,0.723027375201288,0.655394524959742,0.276809234800173,0.21284790531287,0.241024804195531,1,"A_fixed",2,0,50,0.05,FALSE
13,0.001,1.11745433227577,0.54896393312548,0.723027375201288,0.652173913043478,0.280033663685183,0.212625838175086,0.241311327163756,1,"A_fixed",2,0,50,0.05,FALSE
13,0.000396052545923595,1.12195314089323,0.548933341233555,0.723027375201288,0.652173913043478,0.280268009379791,0.212615100480291,0.241337602866858,1,"A_fixed",2,0,50,0.05,TRUE
13,1e-04,1.12417674229508,0.548916435188018,0.723027375201288,0.652173913043478,0.280383822152495,0.212610091453654,0.241351398321575,1,"A_fixed",2,0,50,0.05,FALSE
14,0.2,0.288133726723009,0.594542604913409,0.636070853462158,0.502415458937198,0.244465679816922,0.235927961261121,0.258166320636552,1,"A_fixed",2,0,50,0.05,FALSE
14,0.05,0.446902366182135,0.595143685512066,0.63768115942029,0.536231884057971,0.243961527313209,0.233128521558041,0.261480383716895,1,"A_fixed",2,0,50,0.05,FALSE
14,0.01,0.528776577103684,0.595330581506209,0.639291465378422,0.533011272141707,0.244713784514827,0.232670327388413,0.264382384051407,1,"A_fixed",2,0,50,0.05,FALSE
14,0.001,0.552256613734031,0.595380591412017,0.639291465378422,0.534621578099839,0.245040195993996,0.232647419633778,0.265375722832555,1,"A_fixed",2,0,50,0.05,FALSE
14,0.000396052545923595,0.553921386250343,0.595384278039689,0.639291465378422,0.534621578099839,0.245065101550287,0.232647524532916,0.265449520473997,1,"A_fixed",2,0,50,0.05,TRUE
14,1e-04,0.554741391265046,0.595386201497604,0.639291465378422,0.534621578099839,0.245077450942665,0.232647657840953,0.265486087287927,1,"A_fixed",2,0,50,0.05,FALSE
15,0.2,0.351546146827907,0.420125440459826,0.690705128205128,0.53525641025641,0.269041966225233,0.234086726997948,0.254363399858888,1,"A_fixed",2,0,50,0.05,FALSE
15,0.05,0.544433683439286,0.415505787459125,0.6875,0.5625,0.284952944888683,0.230594267546311,0.259161343896959,1,"A_fixed",2,0,50,0.05,FALSE
15,0.01,0.646300144921181,0.413457021643532,0.6875,0.567307692307692,0.294126618575408,0.229873924093619,0.263228064177636,1,"A_fixed",2,0,50,0.05,FALSE
15,0.001,0.675978057217888,0.412890055493814,0.6875,0.568910256410256,0.296853847821926,0.229787059551482,0.264616180615559,1,"A_fixed",2,0,50,0.05,FALSE
15,0.000396052545923595,0.678092792799192,0.412844249754034,0.685897435897436,0.568910256410256,0.297048826930167,0.229782828764068,0.264718678687951,1,"A_fixed",2,0,50,0.05,TRUE
15,1e-04,0.67913428576811,0.412827272801529,0.685897435897436,0.568910256410256,0.2971448845394,0.229780838067496,0.264769431994242,1,"A_fixed",2,0,50,0.05,FALSE
16,0.2,0.0429892060796205,0.589586634066201,0.538333333333333,0.0783333333333333,0.251787490089057,0.239803056025335,0.266267103970374,1,"A_fixed",2,0,50,0.05,FALSE
16,0.05,0.0647137154627581,0.585420554375172,0.535,0.0716666666666667,0.251426892959463,0.239764358415234,0.276944146510481,1,"A_fixed",2,0,50,0.05,FALSE
16,0.01,0.0752757185342322,0.583231376469128,0.535,0.0733333333333333,0.251301939667387,0.239760144270331,0.282414004144725,1,"A_fixed",2,0,50,0.05,FALSE
16,0.001,0.0782055731096601,0.582604679466273,0.535,0.0833333333333333,0.251273113341204,0.239760561354529,0.283965473205079,1,"A_fixed",2,0,50,0.05,FALSE
16,0.000396052545923595,0.0783989653751911,0.582564797285953,0.535,0.0833333333333333,0.251271277952814,0.239760634264324,0.284072983130673,1,"A_fixed",2,0,50,0.05,TRUE
16,1e-04,0.0785055388767792,0.582542122336658,0.535,0.0833333333333333,0.251270291871768,0.239760654460899,0.284124081721779,1,"A_fixed",2,0,50,0.05,FALSE
17,0.2,0.0989901473649988,0.605356551713434,0.566558441558441,0.224025974025974,0.249031925323311,0.244821617591595,0.273608527543345,1,"A_fixed",2,0,50,0.05,FALSE
17,0.05,0.145141402880745,0.604699910767872,0.564935064935065,0.215909090909091,0.247416930977261,0.244522986936708,0.283813413615318,1,"A_fixed",2,0,50,0.05,FALSE
17,0.01,0.166057893670632,0.604346470258917,0.564935064935065,0.219155844155844,0.246790579148326,0.244478956036895,0.289216270252377,1,"A_fixed",2,0,50,0.05,FALSE
17,0.001,0.171662072757265,0.604229830090955,0.564935064935065,0.219155844155844,0.246634161833993,0.24447642322879,0.290769863544477,1,"A_fixed",2,0,50,0.05,FALSE
17,0.000396052545923595,0.172075028774538,0.604216070071141,0.564935064935065,0.219155844155844,0.246623085677572,0.244476354597063,0.290880395394147,1,"A_fixed",2,0,50,0.05,TRUE
17,1e-04,0.172256118306755,0.604213670067685,0.564935064935065,0.219155844155844,0.246617999691745,0.244476362402036,0.290931373872205,1,"A_fixed",2,0,50,0.05,FALSE
18,0.2,0.246105481192152,0.433186907683649,0.598333333333333,0.433333333333333,0.270340469795913,0.232485197953228,0.251283112398072,1,"A_fixed",2,0,50,0.05,FALSE
18,0.05,0.380668496937334,0.436493090216171,0.606666666666667,0.458333333333333,0.279031775552404,0.230795069429137,0.255672671222292,1,"A_fixed",2,0,50,0.05,FALSE
18,0.01,0.448661297088026,0.438139138196317,0.603333333333333,0.47,0.283733941156644,0.230564354530864,0.258815000569825,1,"A_fixed",2,0,50,0.05,FALSE
18,0.001,0.467863048024721,0.438624324564869,0.605,0.471666666666667,0.285088813688883,0.230571304940634,0.259818746988256,1,"A_fixed",2,0,50,0.05,FALSE
18,0.000396052545923595,0.469223922693847,0.438655218978967,0.606666666666667,0.471666666666667,0.285185015252841,0.230573013876592,0.259893340237933,1,"A_fixed",2,0,50,0.05,TRUE
18,1e-04,0.469891521920946,0.438675228314522,0.606666666666667,0.471666666666667,0.285232316683005,0.23057384237211,0.259930585102637,1,"A_fixed",2,0,50,0.05,FALSE
19,0.2,0.101496991602829,0.61842444510439,0.51559934318555,0.206896551724138,0.255771084931023,0.241803951871268,0.266915446882616,1,"A_fixed",2,0,50,0.05,FALSE
19,0.05,0.16454884023498,0.618672646606145,0.51559934318555,0.239737274220033,0.253365425533376,0.241263449064259,0.273211362972698,1,"A_fixed",2,0,50,0.05,FALSE
19,0.01,0.197651272967042,0.618793297885602,0.512315270935961,0.257799671592775,0.25229406840061,0.241161967466621,0.276384868880408,1,"A_fixed",2,0,50,0.05,FALSE
19,0.001,0.207082947078192,0.618841109163898,0.510673234811166,0.25944170771757,0.252013112770021,0.241155872971544,0.277277565845574,1,"A_fixed",2,0,50,0.05,FALSE
19,0.000396052545923595,0.207666244476056,0.618846082820365,0.510673234811166,0.25944170771757,0.251995834853644,0.241156142437887,0.277342303404724,1,"A_fixed",2,0,50,0.05,TRUE
19,1e-04,0.208031860408352,0.618848489428333,0.510673234811166,0.25944170771757,0.251985301903991,0.241155864028337,0.277371735707801,1,"A_fixed",2,0,50,0.05,FALSE
20,0.2,0.4029704000485,0.616540761473075,0.754807692307692,0.682692307692308,0.241324169659217,0.219461795848896,0.235545531248634,1,"A_fixed",2,0,50,0.05,FALSE
20,0.05,0.633884886215153,0.616409234654725,0.753205128205128,0.692307692307692,0.244244150358879,0.211458668947179,0.229692704718121,1,"A_fixed",2,0,50,0.05,FALSE
20,0.01,0.766157587439895,0.616282668093514,0.754807692307692,0.698717948717949,0.247712925654855,0.20884484907859,0.228252133340858,1,"A_fixed",2,0,50,0.05,FALSE
20,0.001,0.80708750048636,0.616248586326715,0.754807692307692,0.700320512820513,0.248979192361543,0.208247954017369,0.228022560812491,1,"A_fixed",2,0,50,0.05,FALSE
20,0.000396052545923595,0.81005311029788,0.616247626276946,0.754807692307692,0.700320512820513,0.249073960523397,0.208208067255755,0.228009388406004,1,"A_fixed",2,0,50,0.05,TRUE
20,1e-04,0.811518231274461,0.616249386368189,0.754807692307692,0.701923076923077,0.249120922796289,0.208188526352383,0.228003081549596,1,"A_fixed",2,0,50,0.05,FALSE
21,0.2,0.391620858269527,0.60192304520799,0.699675324675325,0.600649350649351,0.242408571300767,0.224085838526665,0.242567229576413,1,"A_fixed",2,0,50,0.05,FALSE
21,0.05,0.630763105265204,0.601953787288182,0.699675324675325,0.618506493506493,0.244757594351504,0.218481598586919,0.244591551790591,1,"A_fixed",2,0,50,0.05,FALSE
21,0.01,0.770224964582266,0.601950584988162,0.699675324675325,0.625,0.248085649778786,0.217251132841389,0.248394833050975,1,"A_fixed",2,0,50,0.05,FALSE
21,0.001,0.813512333528847,0.601946261883135,0.699675324675325,0.626623376623377,0.249330642223693,0.217100387953423,0.249991447146498,1,"A_fixed",2,0,50,0.05,FALSE
21,0.000396052545923595,0.816758280773268,0.601948823723151,0.699675324675325,0.626623376623377,0.249426855225348,0.217093392617863,0.250113543335722,1,"A_fixed",2,0,50,0.05,TRUE
21,1e-04,0.818313474594112,0.601947702918144,0.699675324675325,0.626623376623377,0.249473359171053,0.217090021543491,0.25017548092577,1,"A_fixed",2,0,50,0.05,FALSE
22,0.2,0.382483149800523,0.627753926617574,0.693333333333333,0.58,0.242164636020407,0.215656195869967,0.237852531029772,1,"A_fixed",2,0,50,0.05,FALSE
22,0.05,0.587485546397091,0.626971972212864,0.686666666666667,0.603333333333333,0.241952586886401,0.211388174761264,0.238682704420698,1,"A_fixed",2,0,50,0.05,FALSE
22,0.01,0.698567118066884,0.626575861128491,0.688333333333333,0.615,0.2432331089825,0.21104133332053,0.24128348488318,1,"A_fixed",2,0,50,0.05,FALSE
22,0.001,0.731729011038695,0.626489226869455,0.688333333333333,0.62,0.243765821668785,0.211148878996238,0.24226686378898,1,"A_fixed",2,0,50,0.05,FALSE
22,0.000396052545923595,0.734100998241038,0.626480884311177,0.688333333333333,0.62,0.243806561405655,0.211160063075573,0.24234441519552,1,"A_fixed",2,0,50,0.05,TRUE
22,1e-04,0.735273939535241,0.626480403009738,0.688333333333333,0.62,0.243826702705045,0.211165676052285,0.242381112111441,1,"A_fixed",2,0,50,0.05,FALSE
23,0.2,0.271792784400749,0.612275484822513,0.663446054750403,0.50402576489533,0.239501792943019,0.235409523901182,0.260100486571161,1,"A_fixed",2,0,50,0.05,FALSE
23,0.05,0.408594297443759,0.611922883699993,0.663446054750403,0.518518518518518,0.238669061032005,0.232689664456581,0.266101449134797,1,"A_fixed",2,0,50,0.05,FALSE
23,0.01,0.475888789218739,0.611694104096493,0.665056360708535,0.523349436392915,0.238989133700007,0.232103876658548,0.269988483989373,1,"A_fixed",2,0,50,0.05,FALSE
23,0.001,0.49476615857153,0.611634289274154,0.665056360708535,0.526570048309179,0.239155762535449,0.232016721599068,0.271190483144271,1,"A_fixed",2,0,50,0.05,FALSE
23,0.000396052545923595,0.496094648973311,0.611626389203279,0.665056360708535,0.526570048309179,0.239168744578679,0.232011773807938,0.2712785695704,1,"A_fixed",2,0,50,0.05,TRUE
23,1e-04,0.496749803692861,0.61162848514045,0.665056360708535,0.526570048309179,0.239175181119275,0.232009396246067,0.27132097280124,1,"A_fixed",2,0,50,0.05,FALSE
24,0.2,0.277842772294125,0.593304539168335,0.566558441558442,0.38961038961039,0.244756119840882,0.238104787011939,0.256323324257383,1,"A_fixed",2,0,50,0.05,FALSE
24,0.05,0.454022569322504,0.593782678748547,0.569805194805195,0.423701298701299,0.245103164259461,0.236076548719228,0.259938241721094,1,"A_fixed",2,0,50,0.05,FALSE
24,0.01,0.552499487660181,0.593968933590051,0.569805194805195,0.430194805194805,0.246495092908398,0.235943765472665,0.262797660585583,1,"A_fixed",2,0,50,0.05,FALSE
24,0.001,0.581830097321731,0.594024393293287,0.569805194805195,0.433441558441558,0.247048850612269,0.236030484012081,0.26378059208108,1,"A_fixed",2,0,50,0.05,FALSE
24,0.000396052545923595,0.583971766361559,0.594023912428808,0.569805194805195,0.433441558441558,0.247091828586137,0.236039011953473,0.263856267932156,1,"A_fixed",2,0,50,0.05,TRUE
24,1e-04,0.58484257869281,0.594027759344639,0.569805194805195,0.433441558441558,0.247108271420694,0.236043000373111,0.263894466738608,1,"A_fixed",2,0,50,0.05,FALSE
25,0.2,0.560827655477764,0.611420834263789,0.748263888888889,0.666666666666667,0.250703641656896,0.198053257830858,0.215076136689961,1,"A_fixed",2,0,50,0.05,FALSE
25,0.05,0.890958094927071,0.611360545562904,0.748263888888889,0.692708333333333,0.256625195136892,0.19097028374031,0.21060698429982,1,"A_fixed",2,0,50,0.05,FALSE
25,0.01,1.08712244995129,0.611337394701765,0.748263888888889,0.697916666666667,0.262145515980248,0.189572991867794,0.210861927908725,1,"A_fixed",2,0,50,0.05,FALSE
25,0.001,1.14952346782727,0.611321960794338,0.748263888888889,0.699652777777778,0.26407155815786,0.189441008667549,0.211286908370569,1,"A_fixed",2,0,50,0.05,FALSE
25,0.000396052545923595,1.15408346992565,0.611318906166827,0.748263888888889,0.699652777777778,0.264214569983775,0.189436336772025,0.211322611428481,1,"A_fixed",2,0,50,0.05,TRUE
25,1e-04,1.15633889994142,0.611317298468136,0.748263888888889,0.699652777777778,0.264285407670716,0.189434265292175,0.211341092321656,1,"A_fixed",2,0,50,0.05,FALSE
26,0.2,0.0833296673296722,0.587844236724219,0.528846153846154,0.254807692307692,0.247256752438752,0.248587389195362,0.268511753901596,1,"A_fixed",2,0,50,0.05,FALSE
26,0.05,0.125651581326811,0.584516807153157,0.52724358974359,0.25,0.246395713452281,0.248366481930833,0.27405538333276,1,"A_fixed",2,0,50,0.05,FALSE
26,0.01,0.145634765889241,0.582935693813728,0.52724358974359,0.246794871794872,0.246109039374867,0.248341964739001,0.276905984419237,1,"A_fixed",2,0,50,0.05,FALSE
26,0.001,0.151075970887558,0.582485547948539,0.528846153846154,0.25,0.246044239670743,0.248344056656267,0.277712413277972,1,"A_fixed",2,0,50,0.05,FALSE
26,0.000396052545923595,0.151447844876578,0.582485708028861,0.528846153846154,0.25,0.246038077288468,0.24834431582896,0.277768966641768,1,"A_fixed",2,0,50,0.05,TRUE
26,1e-04,0.151639124019069,0.582453051643192,0.528846153846154,0.25,0.246036862510633,0.248344475926458,0.277795440076124,1,"A_fixed",2,0,50,0.05,FALSE
27,0.2,0.182929743486869,0.496420717533332,0.573268921095008,0.289855072463768,0.253373975725429,0.244469421605328,0.265607987820652,1,"A_fixed",2,0,50,0.05,FALSE
27,0.05,0.298985877231842,0.497594344573699,0.568438003220612,0.339774557165861,0.256489978229773,0.243338252501327,0.26645242030866,1,"A_fixed",2,0,50,0.05,FALSE
27,0.01,0.361139433409089,0.498180758084666,0.565217391304348,0.37037037037037,0.258682360528025,0.24315843566996,0.267247336976024,1,"A_fixed",2,0,50,0.05,FALSE
